Population,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,China Hong Kong SAR,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,Taiwan Province of China,U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
year,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BOL,BRA,BRB,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CSK,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRI,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,STP,SUN,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,YUG,ZAF,ZMB,ZWE
1900,,,800,,"4,693",,"3,741","5,973",,,"6,719",,,,"4,000",,,,"1,696","17,984",,,,"5,457","3,300","2,959","400,000",,,,,"3,998",,,297,"12,142","1,658",,,"54,388",,11,"2,561",,,"1,400",,"18,566",,,"2,646","40,598",,"41,155",,,,,,,"4,962","1,300",265,500,,"1,560","7,127","45,100","284,500","4,469",,,,,"33,672",720,,"44,103",,,,,"9,896",,,,,,,"3,912",,,,,,,,"13,607",,,,"10,174",,,,,,,"2,232",,,,478,"5,142","2,230","5,283",807,,,263,"3,648","7,324","24,750",959,,"5,404",440,,,"11,000",,,,,,215,,766,,,"124,500",,,"5,117",,,,,,"7,320",,,268,,,"2,794",,,,915,"76,391",,"2,542",,,"11,174",,,
1901,,,,,"4,873",,"3,795","6,035",,,"6,801",,,,,,,,"1,710","18,392",,,,"5,536","3,341","2,994","402,243",,,,,"4,079",,,310,,"1,716",,,"55,214",,12,"2,594",,,"1,420",,"18,659",,,"2,667","40,640",,"41,538",,,,,,,"4,997","1,313",,511,,"1,583",,"45,575","286,200","4,447",,,,,"33,877",728,,"44,662",,,,,,,,,,,,"4,031",,,,,,,,"13,755",,,,"10,490",,,,,,,"2,288",,,,485,"5,221","2,255",,824,,,269,"3,694","7,465",,974,,"5,447",450,,,,,,,,,,,782,,,,,,"5,156",,,,,,"7,413",,,274,,,"2,877",,,,930,"77,888",,"2,576",,,,,,
1902,,,,,"5,060",,"3,850","6,099",,,"6,903",,,,,,,,"1,723","18,782",,,,"5,650","3,384","3,029","404,498",,,,,"4,162",,,320,,"1,775",,,"56,104",,12,"2,623",,,"1,441",,"18,788",,,"2,686","40,713",,"41,893",,,,,,,"5,032","1,327",,522,,"1,607",,"46,060","288,000","4,435",,,,,"34,166",737,,"45,255",,,,,,,,,,,,"4,071",,,,,,,,"13,904",,,,"10,642",,,,,,,"2,345",,,,492,"5,305","2,275",,844,,,275,"3,741","7,609",,990,,"5,494",461,,,,,,,,,,,799,,,,,,"5,187",,,,,,"7,507",,,279,,,"2,949",,,,945,"79,469",,"2,609",,,,,,
1903,,,,,"5,254",,"3,896","6,164",,,"6,997",,,,,,,,"1,737","19,180",,,,"5,813","3,428","3,065","406,766",,,,,"4,247",,,320,,"1,837",,,"56,963",,12,"2,653",,,"1,462",,"18,919",,,"2,706","40,786",,"42,246",,,,,,,"5,067","1,341",,533,,"1,631",,"46,552","289,700","4,418",,,,,"34,436",745,,"45,841",,,,,,,,,,,,"4,156",,,,,,,,"14,055",,,,"10,796",,,,,,,"2,404",,,,499,"5,389","2,288",,867,,,281,"3,788","7,755",,"1,006",,"5,541",472,,,,,,,,,,,816,,,,,,"5,210",,,,,,"7,602",,,285,,,"2,974",,,,961,"80,946",,"2,643",,,,,,
1904,,,,,"5,455",,"3,946","6,228",,,"7,086",,,,,,,,"1,751","19,587",,,,"5,994","3,472","3,100","409,047",,,,,"4,334",,,330,,"1,879",,,"57,806",,13,"2,681",,,"1,483",,"19,050",,,"2,735","40,859",,"42,611",,,,,,,"5,102","1,355",,545,,"1,655",,"47,051","291,500","4,408",,,,,"34,715",754,,"46,378",,,,,,,,,,,,"4,233",,,,,,,,"14,208",,,,"10,953",,,,,,,"2,467",,,,507,"5,470","2,297",,893,,,287,"3,836","7,904",,"1,022",,"5,589",483,,,,,,,,,,,834,,,,,,"5,241",,,,,,"7,699",,,291,,,"3,023",,,,977,"82,485",,"2,690",,,,,,
1905,,,,,"5,664",,"4,004","6,292",,,"7,175",,,,,,,,"1,765","20,003",,,,"6,166","3,461","3,136","411,340",,,,,"4,422",,,340,,"1,927",,,"58,644",,13,"2,710",,,"1,505",,"19,133",,,"2,762","40,890",,"42,981",,,,,,,"5,138","1,369",,556,,"1,680",,"47,559","293,300","4,399",,,,,"35,011",763,,"46,829",,,,,,,,,,,,"4,383",,,,,,,,"14,363",,,,"11,112",,,,,,,"2,532",,,,514,"5,551","2,309",,919,,,293,"3,885","8,056",,"1,039",,"5,637",494,,,,,,,,,,,851,,,,,,"5,278",,,,,,"7,797",,,298,,,"3,101",,,,993,"84,147",,"2,706",,,,,,
1906,,,,,"5,881",,"4,062","6,357",,,"7,258",,,,,,,,"1,779","20,427",,,,"6,282","3,560","3,172","413,646",,,,,"4,512",,,340,,"1,979",,,"59,481",,13,"2,741",,,"1,527",,"19,316",,,"2,788","40,942",,"43,361",,,,,,,"5,174","1,383",,568,,"1,705",,"48,036","295,100","4,398",,,,,"35,297",772,,"47,227",,,,,,,,,,,,"4,458",,,,,,,,"14,519",,,,"11,273",,,,,,,"2,601",,,,522,"5,632","2,319",,946,,,299,"3,934","8,211",,"1,056",,"5,686",505,,,,,,,,,,,869,,,,,,"5,315",,,,,,"7,896",,,304,,,"3,135",,,,"1,009","85,770",,"2,720",,,,,,
1907,,,,,"6,107",,"4,127","6,421",,,"7,338",,,,,,,,"1,793","20,860",,,,"6,596","3,604","3,208","415,965",,,,,"4,604",,,350,,"2,034",,,"60,341",,14,"2,775",,,"1,549",,"19,450",,,"2,821","40,942",,"43,737",,,,,,,"5,210","1,397",,581,,"1,730",,"48,520","296,900","4,388",,,,,"35,594",781,,"47,691",,,,,,,,,,,,"4,467",,,,,,,,"14,676",,,,"11,437",,,,,,,"2,672",,,,529,"5,710","2,329",,969,,,306,"3,984","8,369",,"1,073",,"5,735",517,,,,,,,,,,,888,,,,,,"5,357",,,,,,"7,996",,,310,,,"3,164",,,,"1,026","87,339",,"2,741",,,,,,
1908,,,,,"6,341",,"4,197","6,485",,,"7,411",,,,,,,,"1,808","21,303",,,,"6,813","3,647","3,244","418,297",,,,,"4,697",,,350,,"2,092",,,"61,187",,14,"2,809",,,"1,571",,"19,585",,,"2,861","41,046",,"44,124",,,,,,,"5,246","1,412",,593,,"1,756",,"49,014","298,700","4,385",,,,,"35,899",790,,"48,260",,,,,,,,,,,,"4,520",,,,,,,,"14,836",,,,"11,603",,,,,,,"2,745",,,,537,"5,786","2,346",,996,,,312,"4,034","8,530",,"1,090",,"5,784",529,,,,,,,,,,,907,,,,,,"5,404",,,,,,"8,098",,,317,,,"3,191",,,,"1,043","89,055",,"2,761",,,,,,
1909,,,,,"6,584",,"4,278","6,550",,,"7,478",,,,,,,,"1,822","21,754",,,,"6,993","3,691","3,280","420,642",,,,,"4,793",,,360,,"2,154",,,"62,038",,15,"2,845",,,"1,594",,"19,721",,,"2,899","41,109",,"44,520",,,,,,,"5,283","1,426",,606,,"1,782",,"49,518","300,500","4,387",,,,,"36,213",799,,"48,869",,,,,,,,,,,,"4,585",,,,,,,,"14,997",,,,"11,771",,,,,,,"2,821",,,,545,"5,862","2,367",,"1,024",,,319,"4,085","8,694",,"1,108",,"5,834",542,,,,,,,,,,,926,,,,,,"5,453",,,,,,"8,201",,,324,,,"3,227",,,,"1,062","90,845",,"2,780",,,,,,
1910,,,874,,"6,836",,"4,375","6,614",,,"7,498",,,,"4,520",,,,"1,837","22,216",,,,"7,188","3,735","3,317","423,000",,,,,"4,890",,,363,"12,984","2,219",,,"62,884",,15,"2,882",,,"1,617",,"19,858",,,"2,929","41,224",,"44,916",,,,,,,"5,320","1,441",,619,,"1,809","7,644","50,034","302,100","4,385",,,,,"36,572",808,,"49,518",,,,,"10,096",,,,,,,"4,668",,,,,,,,"15,000",,,,"11,942",,,,,,,"2,893",,,,553,"5,922","2,384",,"1,045",,,326,"4,137","8,861","26,644","1,126",,"5,884",554,,,"11,866",,,,,,,,946,,,,,,"5,499",,,,,,"8,305",,,331,,,"3,276",,,,"1,081","92,767",,"2,805",,,"13,052",,,
1911,,,,,"7,098",,"4,500","6,669",,,"7,517",,,,,,,,"1,851","22,687",,,,"7,410","3,776","3,354","427,662",,,,,"4,990",,,366,,"2,287",,,"63,852",,15,"2,917",,,"1,641",,"19,994",,,"2,962","41,307",,"45,268",,,,,,,"5,355","1,456",,632,,"1,836",,"50,563","303,100","4,381",,,,,"36,917",818,,"50,215",,,,,"10,258",,,,,,,"4,757",,,,,,,,"14,990",,,,"12,115",,,,,,,"2,967",,,,561,"5,984","2,401",,"1,067",,,333,"4,189","9,032",,"1,144",,"5,935",567,,,,,,,,,,,966,,,,,,"5,542",,,,,,"8,431",,,338,,,"3,345",,,,"1,112","94,234",,"2,834",,,,,,
1912,,,,,"7,370",,"4,661","6,724",,,"7,590",,,,,,,,"1,866","23,168",,,,"7,602","3,819","3,392","432,375",,,,,"5,091",,,369,,"2,358",,,"64,457",,16,"2,951",,,"1,665",,"20,128",,,"2,998","41,359",,"45,426",,,,,,,"5,390","1,470",,646,,"1,863",,"51,106","303,400","4,368",,,,,"37,150",827,,"50,941",,,,,"10,422",,,,,,,"4,784",,,,,,,,"14,980",,,,"12,220",,,,,,,"3,025",,,,570,"6,068","2,423",,"1,092",,,341,"4,242","9,206",,"1,162",,"5,964",580,,,,,,,,,,,987,,,,,,"5,583",,,,,,"8,559",,,345,,,"3,411",,,,"1,144","95,703",,"2,856",,,,,,
1913,"5,730",,898,,"7,653",,"4,821","6,767",,,"7,666",,,,"4,720",,,,"1,881","23,660",,,,"7,852","3,864","3,431","437,140",,,,,"5,195",,,372,"13,245","2,431",,,"65,058",,16,"2,983",,"5,497","1,689","12,144","20,263",,,"3,027","41,463",,"45,649",,"2,043",,,,,"5,425","1,486",422,660,,"1,891","7,840","51,637","303,700","4,346","10,994","2,613",,,"37,248",837,348,"51,672",,,,"3,070","10,589",,"1,387",649,,,,"4,811",,,,,"5,111",,,"14,970",,,,"12,326",,725,,,,,"3,084",,,,578,"6,164","2,447","5,639","1,122",444,,348,"4,295","9,384","26,710","1,181","4,897","5,972",594,708,,"12,527",,,"2,676",,,323,,"1,008",,,"156,192",,,"5,621",,,"1,994",,,"8,689",,,352,"1,870","15,000","3,477",,,,"1,177","97,606",,"2,874","19,339","3,284","13,590","6,153",,
1914,,,,,"7,885",,"4,933","6,806",,,"7,723",,,,,,,,"1,915","24,161",,,,"8,093","3,897","3,470","441,958",,,,,"5,330",,,390,,"2,507",,,"66,096",,17,"3,018",,,"1,703",,"20,398",,,"3,053","41,476",,"46,049",,,,,,,"5,463","1,501",439,668,,"1,923",,"52,178","304,000","4,334",,,,,"37,526",840,,"52,396",,,,,"10,764",,,,,,,"4,838",,,,,,,,"14,960",,,,"12,433",,,,,,,"3,144",,,,580,"6,277","2,472",,"1,143",,,365,"4,350","9,565",,"1,199",,"5,980",608,,,,,,,,,331,,"1,030",,,,,,"5,659",,,,,,"8,822",,,357,,,"3,529",,,,"1,223","99,505",,"2,899",,,,,,
1915,,,,,"8,072",,"4,971","6,843",,,"7,759",,,,,,,,"1,951","24,674",,,,"8,191","3,883","3,509","446,829",,,,,"5,468",,,390,,"2,585",,,"66,230",,17,"3,055",,,"1,717",,"20,535",,,"3,083","40,481",,"46,340",,,,,,,"5,502","1,517",457,677,,"1,955",,"52,729","304,200","4,278",,,,,"37,982",842,,"53,124",,,,,"10,911",,,,,,,"4,905",,,,,,,,"14,950",,,,"12,541",,,,,,,"3,207",,,,595,"6,395","2,498",,"1,152",,,383,"4,405","9,749",,"1,217",,"5,988",622,,,,,,,,,341,,"1,052",,,,,,"5,696",,,,,,"8,957",,,362,,,"3,545",,,,"1,246","100,941",,"2,918",,,,,,
1916,,,,,"8,226",,"4,955","6,825",,,"7,762",,,,,,,,"1,986","25,197",,,,"8,214","3,883","3,550","451,753",,,,,"5,609",,,400,,"2,664",,,"66,076",,18,"3,092",,,"1,731",,"20,673",,,"3,105","39,884",,"46,514",,,,,,,"5,541","1,533",476,685,,"1,988",,"53,290","304,500","4,273",,,,,"38,142",845,,"53,815",,,,,"11,086",,,,,,,"4,971",,,,,,,,"14,940",,,,"12,650",,,,,,,"3,271",,,,604,"6,516","2,522",,"1,155",,,402,"4,460","9,937",,"1,235",,"5,996",637,,,,,,,,,351,,"1,074",,,,,,"5,735",,,,,,"9,094",,,367,,,"3,569",,,,"1,269","102,364",,"2,929",,,,,,
1917,,,,,"8,374",,"4,950","6,785",,,"7,729",,,,,,,,"2,023","25,732",,,,"8,277","3,888","3,592","456,732",,,,,"5,754",,,400,,"2,746",,,"65,763",,18,"3,130",,,"1,746",,"20,811",,,"3,124","39,288",,"46,614",,,,,,,"5,580","1,549",496,694,,"2,021",,"53,856","304,800","4,273",,,,,"37,981",847,,"54,437",,,,,"11,263",,,,,,,"5,040",,,,,,,,"14,930",,,,"12,760",,,,,,,"3,337",,,,613,"6,654","2,551",,"1,152",,,422,"4,517","10,128",,"1,254",,"6,005",652,,,,,,,,,360,,"1,098",,,,,,"5,779",,,,,,"9,232",,,373,,,"3,616",,,,"1,292","103,817",,"2,944",,,,,,
1918,,,,,"8,518",,"5,032","6,727",,,"7,660",,,,,,,,"2,060","26,277",,,,"8,374","3,880","3,634","461,766",,,,,"5,903",,,410,,"2,828",,,"65,237",,18,"3,165",,,"1,760",,"20,950",,,"3,125","38,542",,"46,575",,,,,,,"5,620","1,565",517,702,,"2,055",,"53,910","305,100","4,280",,,,,"37,520",850,,"54,886",,,,,"11,443",,,,,,,"5,109",,,,,,,,"14,920",,,,"12,871",,,,,,,"3,404",,,,622,"6,752","2,578",,"1,156",,,442,"4,574","10,323",,"1,273",,"6,013",667,,,,,,,,,370,,"1,121",,,,,,"5,807",,,,,,"9,418",,,378,,,"3,638",,,,"1,316","104,958",,"2,958",,,,,,
1919,,,,,"8,672",,"5,193","6,420",,,"7,628",,,,,,,,"2,098","26,835",,,,"8,548","3,869","3,678","466,855",,,,,"6,056",,,420,,"2,912",,,"60,547",,19,"3,202",,,"1,774",,"21,091",,,"3,117","38,700",,"46,534",,,,,,,"5,660","1,581",539,711,,"2,089",,"54,438","305,300","4,352",,,,,"37,250",852,,"55,253",,,,,"11,627",,,,,,,"5,179",,,,,,,,"14,910",,,,"12,893",,,,,,,"3,473",,,,631,"6,805","2,603",,"1,195",,,464,"4,631","10,522",,"1,292",,"6,021",683,,,,,,,,,380,,"1,145",,,,,,"5,830",,,,,,"9,608",,,383,,,"3,681",,,,"1,341","105,473",,"2,973",,,,,,
1920,,,932,,"8,861",,"5,358","6,455",,,"7,552",,,,"5,072",,,,"2,136","27,404",,,,"8,798","3,877","3,723","472,000",,,,,"6,213",,,420,"12,979","2,997",,,"60,894",,19,"3,242",,,"1,790",,"21,232",,,"3,133","39,000",,"46,821",,,,,,,"5,700","1,597",561,720,,"2,124","7,950","54,993","305,600","4,361",,,,,"37,398",855,,"55,818",,,,,"11,804",,,,,,,"5,250",,,,,,,,"14,900",,,,"13,096",,,,,,,"3,545",,,,640,"6,848","2,635",,"1,241",,,487,"4,690","10,725","23,968","1,312",,"6,029",699,,,"12,340",,,,,,391,,"1,170",,,"154,607",,,"5,876",,,,,,"9,802",,,389,,,"3,721",,,,"1,371","106,881",,"2,992",,,"12,422",,,
1921,,,937,,"9,092",,"5,461","6,504",,,"7,504",,,,"5,148",,,,"2,161","27,969",,,,"9,028","3,876","3,769","473,673",,,,,"6,374",,,430,"13,008","3,083",,,"61,573",,20,"3,285",,,"1,805",,"21,411",,,"3,170","39,240",,"44,072",,,,,,,"5,837","1,614",541,740,,"2,152","8,029","55,601","307,300","3,096",,,,,"37,691",860,,"56,490",,,,,"12,040",,,,,,,"5,304",,,,,,,,"14,895",,,,"13,212",,,,,,,"3,618",,,,640,"6,921","2,668",,"1,275",,,489,"4,764","10,932","24,330","1,336",,"6,071",715,,,"12,479",,,,,,418,,"1,190",,,"152,836",,,"5,929",,,,,,"10,000",,,367,,,"3,786",,,,"1,402","108,964",,"3,008",,,"12,607",,,
1922,,,942,,"9,368",,"5,574","6,528",,,"7,571",,,,"5,255",,,,"2,186","28,542",,,,"9,159","3,874","3,817","475,352",,,,,"6,539",,,430,"13,159","3,170",,,"61,900",,21,"3,322",,,"1,820",,"21,628",,,"3,210","39,420",,"44,372",,,,,,,"5,890","1,631",553,770,,"2,181","8,103","56,220","310,400","3,002",,,,,"38,086",879,,"57,209",,,,,"12,281",,,,,,,"5,367",,,,,,,,"15,129",,,,"13,351",,,,,,,"3,698",,,,650,"7,032","2,695",,"1,304",,,491,"4,838","11,143","24,935","1,359",,"6,146",732,,,"12,666",,,,,,436,,"1,220",,,"152,403",,,"5,971",,,,,,"10,202",,,371,,,"3,844",,,,"1,433","110,484",,"3,025",,,"12,796",,,
1923,,,947,,"9,707",,"5,697","6,543",,,"7,635",,,,"5,365",,,,"2,212","29,126",,,,"9,256","3,883","3,866","477,037",,,,,"6,709",,,440,"13,293","3,257",,,"62,307",,21,"3,356",,,"1,835",,"21,847",,,"3,243","39,880",,"44,596",,,,,,,"6,010","1,648",579,800,,"2,209","8,173","56,847","313,600","3,014",,,,,"38,460",891,,"57,937",,,,,"12,526",,,,,,,"5,426",,,,,,,,"15,367",,,,"13,491",,,,,,,"3,779",,,,650,"7,150","2,713",,"1,326",,,493,"4,914","11,358","25,569","1,383",,"6,223",749,,,"12,843",,,,,,458,,"1,240",,,"153,055",,,"5,997",,,,,,"10,435",,,376,,"13,877","3,904",,,,"1,465","112,387",,"3,049",,,"12,987",,,
1924,,,952,,"10,054",,"5,819","6,562",,,"7,707",,,,"5,476",,,,"2,237","29,723",,,,"9,394","3,896","3,917","478,728",,,,,"6,882",,,450,"13,413","3,345",,,"62,697",,22,"3,389",,,"1,850",,"22,069",,,"3,272","40,310",,"44,915",,,,,,,"6,000","1,665",603,820,,"2,239","8,232","57,486","316,700","3,005",,,,,"38,810",900,,"58,686",,,,,"12,777",,,,,,,"5,452",,,,,,,,"15,609",,,,"13,633",,,,,,,"3,863",,,,660,"7,264","2,729",,"1,350",,,495,"4,992","11,577","25,992","1,407",,"6,300",767,,,"13,020",,,,,,469,,"1,270",,,"155,581",,,"6,021",,,,,,"10,673",,,379,,"13,968","3,959",,,,"1,498","114,558",,"3,077",,,"13,180",,,
1925,,,956,,"10,358",,"5,943","6,582",,,"7,779",,,,"5,590",,,,"2,263","30,332",,,,"9,549","3,910","3,970","480,425",,,,,"7,061",,,460,"13,537","3,432",,,"63,166",,23,"3,425",,,"1,865",,"22,292",,,"3,304","40,610",,"45,059",,,,,,,"5,958","1,682",628,850,,"2,268","8,299","58,135","319,900","2,985",,,,,"39,165",910,,"59,522",,,,,"13,005",,,,,,,"5,505",,,,,,,,"15,854",,,,"13,776",,,,,,,"3,949",,,,660,"7,366","2,747",,"1,382",,,497,"5,070","11,800","26,425","1,431",,"6,378",785,,,"13,209",,,,,,492,,"1,300",,,"158,983",,,"6,045",,,,,,"10,916",,,382,,"14,059","4,048",,,,"1,534","116,284",,"3,114",,,"13,378",,,
1926,,,962,,"10,652",,"6,064","6,603",,,"7,844",,,,"5,705",,,,"2,289","30,953",,,,"9,713","3,932","4,025","482,128",,,,,"7,243",,,470,"13,644","3,519",,,"63,630",,24,"3,452",,,"1,881",,"22,518",,,"3,339","40,870",,"45,232",,,,,,,"6,042","1,699",615,880,,"2,298","8,383","58,807","323,200","2,971",,,,,"39,502",930,,"60,490",,,,,"13,179",,,,,,,"5,545",,,,,,,,"16,103",,,,"13,921",,,,,,,"4,038",,,,670,"7,471","2,763",,"1,412",,,499,"5,150","12,026","26,815","1,455",,"6,457",803,,,"13,399",,,,,,511,,"1,330",,,"162,621",,,"6,064",,,,,,"11,165",,,385,,"14,151","4,140",,,,"1,571","117,857",,"3,152",,,"13,578",,,
1927,,,967,,"10,965",,"6,188","6,623",,,"7,904",,,,"5,798",,,,"2,316","31,587",,,,"9,905","3,956","4,081","483,837",,,,,"7,431",,,470,"13,728","3,606",,,"64,023",,25,"3,475",,,"1,896",,"22,747",,,"3,368","40,940",,"45,389",,,,,,,"6,127","1,717",628,890,,"2,328","8,454","59,501","326,400","2,957",,,,,"39,848",946,,"61,430",,,,,"13,356",,,,,,,"5,591",,,,,,,,"16,356",,,,"14,067",,,,,,,"4,128",,,,670,"7,576","2,775",,"1,437",,,502,"5,230","12,305","27,148","1,478",,"6,538",822,,,"13,574",,,,,,532,,"1,350",,,"166,117",,,"6,081",,,,,,"11,419",,,388,,"14,250","4,232",,,,"1,608","119,502",,"3,185",,,"13,780",,,
1928,,,972,,"11,282",,"6,304","6,643",,,"7,968",,,,"5,873",,,,"2,343","32,234",,,,"10,107","3,988","4,140","485,552",,,,,"7,624",,,480,"13,807","3,693",,,"64,393",,26,"3,497",,,"1,912",,"22,977",,,"3,396","41,050",,"45,578",,,,,,,"6,205","1,735",652,910,,"2,359","8,520","60,250","329,700","2,944",,,,,"40,186",966,,"62,361",,,,,"13,535",,,,,,,"5,730",,,,,,,,"16,613",,,,"14,215",,,,,,,"4,221",,,,670,"7,679","2,785",,"1,454",,,504,"5,312","12,543","27,509","1,502",,"6,619",841,,,"13,760",,,,,,553,,"1,390",,,"169,269",,,"6,097",,,,,,"11,734",,,392,,"14,476","4,330",,,,"1,646","120,971",,"3,221",,,"13,986",,,
1929,,,977,,"11,592",,"6,396","6,664",,,"8,032",,,,"5,950",,,,"2,370","32,894",,,,"10,305","4,022","4,202","487,273",,,,,"7,821",,,490,"13,884","3,742",,,"64,739",,27,"3,518",,,"1,928",,"23,210",,,"3,424","41,230",,"45,672",,,,,,,"6,275","1,753",680,930,,"2,390","8,583","61,019","333,100","2,937",,,,,"40,469",985,,"63,244",,,,,"13,716",,,,,,,"5,669",,,,,,,,"16,875",,,,"14,364",,,,,,,"4,316",,,,680,"7,782","2,795",,"1,471",,,506,"5,396","12,890","27,856","1,526",,"6,701",860,,,"13,952",,,,,,575,,"1,410",,,"172,017",,,"6,113",,,,,,"12,058",,,398,,"14,705","4,437",,,,"1,685","122,245",,"3,259",,,"14,194",,,
1930,,,982,,"11,896",,"6,469","6,684",,,"8,076",,,,"6,027",,,,"2,397","33,568",,,,"10,488","4,051","4,266","489,000",,,,,"7,914",,,500,"13,964","3,837",,,"65,084",,27,"3,542",,,"1,944",,"23,445",,,"3,449","41,610",,"45,866",,,,,,,"6,351","1,771",711,950,,"2,422","8,649","61,805","336,400","2,927",,,,,"40,791","1,009",,"64,203",,,,,"13,900",,,,,,,"5,707",,,,,,,,"17,175",,,,"14,515",,,,,,,"4,413",,,,680,"7,884","2,807",,"1,493",,,515,"5,480","13,194","28,204","1,552",,"6,784",880,,,"14,141",,,,,,596,,"1,440",,,"174,212",,,"6,131",,,,,,"12,392",,,405,,"14,928","4,563",,,,"1,713","123,668",,"3,300",,,"14,407",,,
1931,,,988,,"12,167",,"6,527","6,705",,,"8,126",,,,"6,106",,,,"2,425","34,256",,,,"10,657","4,080","4,332","492,640",,,,,"8,009",,,510,"14,052","3,910",,,"65,423",,28,"3,569",,,"1,995",,"23,675",,,"3,476","41,860",,"46,074",,,,,,,"6,440","1,810",728,970,,"2,453","8,723","62,878","341,000","2,933",,,,,"41,132","1,039",,"65,205",,,,,"14,117",,,,,,,"5,748",,,,,,,,"17,480",,,,"14,667",,,,,,,"4,513",,,,690,"7,999","2,824",,"1,514",,,527,"5,569","13,507","28,615","1,584",,"6,869",901,,,"14,355",,,,,,563,,"1,460",,,"175,987",,,"6,152",,,,,,"12,735",,,412,,"15,174","4,684",,,,"1,741","124,633",,"3,336",,,"14,618",,,
1932,,,993,,"12,402",,"6,579","6,725",,,"8,186",,,,"6,186",,,,"2,453","34,957",,,,"10,794","4,102","4,401","496,307",,,,,"8,104",,,520,"14,138","3,984",,,"65,716",,29,"3,603",,,"2,050",,"23,897",,,"3,503","41,860",,"46,335",,,,,,,"6,516","1,860",781,990,,"2,485","8,785","63,986","345,800","2,949",,,,,"41,431","1,061",,"66,189",,,,,"14,338",,,,,,,"5,788",,,,,,,,"17,790",,,,"14,870",,,,,,,"4,604",,,,690,"8,123","2,842",,"1,527",,,543,"5,660","13,829","29,022","1,615",,"6,954",922,,,"14,554",,,,,,580,,"1,470",,,"176,807",,,"6,176",,,,,,"13,087",,,417,,"15,414","4,806",,,,"1,770","125,436",,"3,368",,,"14,819",,,
